	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	Prediction
684	113	BKT Controller(6)	AD 5_6_plus_5_7	2	done	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	113	AD done	6	done	25	0.9989221865449613
685	114	BKT Controller(6)	AD 6_7_plus_1_6	1	JCommTable6.R0C0	1/1/1970 0:31	1/1/1970 0:31		1/1/1970 0:31	incorrect	1	0	0	Single-KC	114	AD JCommTable6.R0C0	10	JCommTable6.R0C0	28	0.3775743847262225
686	115	BKT Controller(6)	AD 6_7_plus_1_6	1	JCommTable8.R0C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	hint	0	1	1	Single-KC	115	AD JCommTable8.R0C0	5	JCommTable8.R0C0	7	0.9721818947104933
687	116	BKT Controller(6)	AD 6_7_plus_1_6	1	JCommTable4.R1C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	116	AD JCommTable4.R1C0	5	JCommTable4.R1C0	7	0.7401243566045919
688	117	BKT Controller(6)	AD 6_7_plus_1_6	1	JCommTable5.R1C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	117	AD JCommTable5.R1C0	9	JCommTable5.R1C0	11	0.8711154719327426
689	118	BKT Controller(6)	AD 6_7_plus_1_6	1	JCommTable4.R0C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	118	AD JCommTable4.R0C0	5	JCommTable4.R0C0	5	0.7688285910620202
690	119	BKT Controller(6)	AD 6_7_plus_1_6	1	JCommTable5.R0C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	119	AD JCommTable5.R0C0	7	JCommTable5.R0C0	7	0.589953112783197
691	120	BKT Controller(6)	AD 6_7_plus_1_6	1	JCommTable6.R1C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	120	AD JCommTable6.R1C0	11	JCommTable6.R1C0	30	0.5585307319462375
692	121	BKT Controller(6)	AD 6_7_plus_1_6	1	JCommTable6.R0C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	121	AD JCommTable6.R0C0	11	JCommTable6.R0C0	29	0.4456403295953879
693	122	BKT Controller(6)	AD 6_7_plus_1_6	1	done	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	122	AD done	7	done	26	0.9997936023925527
694	123	BKT Controller(6)	M 3_7_times_2_8	1	JCommTable6.R0C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	123	M  JCommTable6.R0C0	18	JCommTable6.R0C0	30	0.9597305793778986
695	124	BKT Controller(6)	M 3_7_times_2_8	1	JCommTable6.R1C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	124	M  JCommTable6.R1C0	19	JCommTable6.R1C0	31	0.9905367850446462
696	125	BKT Controller(6)	M 3_7_times_2_8	1	done	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	125	M  done	19	done	27	0.9997521807933306
697	126	BKT Controller(6)	M 1_3_times_4_9	1	JCommTable6.R0C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	126	M  JCommTable6.R0C0	19	JCommTable6.R0C0	31	0.9674496610424006
698	127	BKT Controller(6)	M 1_3_times_4_9	1	JCommTable6.R1C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	127	M  JCommTable6.R1C0	20	JCommTable6.R1C0	32	0.9928837174250624
699	128	BKT Controller(6)	M 1_3_times_4_9	1	done	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	128	M  done	20	done	28	0.9998523798481721
700	129	BKT Controller(6)	AS 7_9_plus_4_9	1	JCommTable6.R1C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	hint	0	1	1	Single-KC	129	AS JCommTable6.R1C0	2	JCommTable6.R1C0	33	0.2272670737730685
701	130	BKT Controller(6)	AS 7_9_plus_4_9	1	JCommTable6.R0C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	hint	0	1	1	Single-KC	130	AS JCommTable6.R0C0	2	JCommTable6.R0C0	32	0.19883514628946788
702	131	BKT Controller(6)	AS 7_9_plus_4_9	1	done	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	131	AS done	2	done	29	0.8305295581265212
703	132	BKT Controller(6)	AD 1_4_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:31	1/1/1970 0:31		1/1/1970 0:31	incorrect	1	0	0	Single-KC	132	AD JCommTable6.R1C0	12	JCommTable6.R1C0	34	0.6298047935773615
704	133	BKT Controller(6)	AD 1_4_plus_4_5	1	JCommTable8.R0C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	133	AD JCommTable8.R0C0	6	JCommTable8.R0C0	8	0.993010626348435
705	134	BKT Controller(6)	AD 1_4_plus_4_5	1	JCommTable4.R1C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	134	AD JCommTable4.R1C0	6	JCommTable4.R1C0	8	0.8480692358820128
706	135	BKT Controller(6)	AD 1_4_plus_4_5	1	JCommTable5.R1C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	135	AD JCommTable5.R1C0	10	JCommTable5.R1C0	12	0.9105200461382138
707	136	BKT Controller(6)	AD 1_4_plus_4_5	1	JCommTable4.R0C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	136	AD JCommTable4.R0C0	6	JCommTable4.R0C0	6	0.8947138112369538
708	137	BKT Controller(6)	AD 1_4_plus_4_5	1	JCommTable5.R0C0	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	1/1/1970 0:31	correct	0	1	0	Single-KC	137	AD JCommTable5.R0C0	8	JCommTable5.R0C0	8	0.651666519614108
709	138	BKT Controller(6)	AD 1_4_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	138	AD JCommTable6.R1C0	13	JCommTable6.R1C0	35	0.6958382715955141
710	139	BKT Controller(6)	AD 1_4_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	139	AD JCommTable6.R0C0	12	JCommTable6.R0C0	33	0.5158081079146083
711	140	BKT Controller(6)	AD 1_4_plus_4_5	1	done	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	140	AD done	8	done	30	0.9999605034178642
712	141	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable8.R0C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	141	AD JCommTable8.R0C0	7	JCommTable8.R0C0	9	0.9982716271524906
713	142	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable5.R1C0	1/1/1970 0:32	1/1/1970 0:32		1/1/1970 0:32	incorrect	1	0	0	Single-KC	142	AD JCommTable5.R1C0	11	JCommTable5.R1C0	13	0.9387246708187196
714	143	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable4.R1C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	143	AD JCommTable4.R1C0	7	JCommTable4.R1C0	9	0.9162505094724592
715	144	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:32	1/1/1970 0:32		1/1/1970 0:32	incorrect	1	0	0	Single-KC	144	AD JCommTable6.R0C0	13	JCommTable6.R0C0	34	0.5853580988796813
716	145	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable5.R1C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	incorrect	1	1	0	Single-KC	145	AD JCommTable5.R1C0	12	JCommTable5.R1C0	14	0.9584447696147759
717	146	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:32	1/1/1970 0:32		1/1/1970 0:32	incorrect	1	0	0	Single-KC	146	AD JCommTable6.R0C0	14	JCommTable6.R0C0	35	0.6516644536227958
718	147	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable5.R0C0	1/1/1970 0:32	1/1/1970 0:32		1/1/1970 0:32	incorrect	1	0	0	Single-KC	147	AD JCommTable5.R0C0	9	JCommTable5.R0C0	9	0.7086783490713066
719	148	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable4.R0C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	hint	0	1	1	Single-KC	148	AD JCommTable4.R0C0	7	JCommTable4.R0C0	7	0.9559733425267821
720	149	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable5.R0C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	hint	0	1	1	Single-KC	149	AD JCommTable5.R0C0	10	JCommTable5.R0C0	10	0.7597984571426707
721	150	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	150	AD JCommTable6.R1C0	14	JCommTable6.R1C0	36	0.754681037006983
722	151	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	151	AD JCommTable6.R0C0	15	JCommTable6.R0C0	36	0.7125740514326824
723	152	BKT Controller(6)	AD 5_3_plus_9_8	1	done	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	152	AD done	9	done	31	0.9999924428898874
724	153	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable8.R0C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	153	AD JCommTable8.R0C0	8	JCommTable8.R0C0	10	0.9995742956073475
725	154	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable4.R1C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	154	AD JCommTable4.R1C0	8	JCommTable4.R1C0	10	0.9554419886584571
726	155	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable5.R1C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	155	AD JCommTable5.R1C0	13	JCommTable5.R1C0	15	0.9720076432672597
727	156	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable4.R0C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	156	AD JCommTable4.R0C0	8	JCommTable4.R0C0	8	0.9822950558931938
728	157	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable5.R0C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	157	AD JCommTable5.R0C0	11	JCommTable5.R0C0	11	0.8044237708031508
729	158	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable6.R1C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	158	AD JCommTable6.R1C0	15	JCommTable6.R1C0	37	0.8053249612545376
730	159	BKT Controller(6)	AD 5_3_plus_9_8	1	JCommTable6.R0C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	159	AD JCommTable6.R0C0	16	JCommTable6.R0C0	37	0.766646905613265
731	160	BKT Controller(6)	AD 5_3_plus_9_8	1	done	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	160	AD done	10	done	32	0.9999985540916431
732	161	BKT Controller(6)	M 5_3_times_9_8	2	JCommTable6.R0C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	161	M  JCommTable6.R0C0	20	JCommTable6.R0C0	38	0.9737296049889788
733	162	BKT Controller(6)	M 5_3_times_9_8	2	JCommTable6.R1C0	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	1/1/1970 0:32	correct	0	1	0	Single-KC	162	M  JCommTable6.R1C0	21	JCommTable6.R1C0	38	0.9946517396276288
734	163	BKT Controller(6)	M 5_3_times_9_8	2	done	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	163	M  done	21	done	33	0.9999120696636378
735	164	BKT Controller(6)	AS 3_8_plus_7_8	1	JCommTable8.R0C0	1/1/1970 0:33	1/1/1970 0:33		1/1/1970 0:33	incorrect	1	0	0	Single-KC	164	AS JCommTable8.R0C0	2	JCommTable8.R0C0	11	4.6069139306653165e-10
736	165	BKT Controller(6)	AS 3_8_plus_7_8	1	JCommTable6.R1C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	165	AS JCommTable6.R1C0	3	JCommTable6.R1C0	39	0.35513932139920273
737	166	BKT Controller(6)	AS 3_8_plus_7_8	1	JCommTable6.R0C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	hint	0	1	1	Single-KC	166	AS JCommTable6.R0C0	3	JCommTable6.R0C0	39	0.32379580153381965
738	167	BKT Controller(6)	AS 3_8_plus_7_8	1	done	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	167	AS done	3	done	34	0.9430809419093676
739	168	BKT Controller(6)	AS 1_7_plus_3_7	1	JCommTable6.R1C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	168	AS JCommTable6.R1C0	4	JCommTable6.R1C0	40	0.5076892375695077
740	169	BKT Controller(6)	AS 1_7_plus_3_7	1	JCommTable6.R0C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	169	AS JCommTable6.R0C0	4	JCommTable6.R0C0	40	0.4802169870706395
741	170	BKT Controller(6)	AS 1_7_plus_3_7	1	done	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	170	AS done	4	done	35	0.9824614326621165
742	1	BKT Controller(7)	M 11_9_times_2_3	1	JCommTable6.R0C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	hint	0	1	1	Single-KC	1	M  JCommTable6.R0C0	1	JCommTable6.R0C0	1	0.3475480291151731
743	2	BKT Controller(7)	M 11_9_times_2_3	1	JCommTable6.R1C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	hint	0	1	1	Single-KC	2	M  JCommTable6.R1C0	1	JCommTable6.R1C0	1	0.3614037507104875
744	3	BKT Controller(7)	M 11_9_times_2_3	1	done	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	hint	0	1	1	Single-KC	3	M  done	1	done	1	0.25515583830930527
745	4	BKT Controller(7)	M 4_5_times_3_10	1	JCommTable6.R1C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	4	M  JCommTable6.R1C0	2	JCommTable6.R1C0	2	0.42999209480547324
746	5	BKT Controller(7)	M 4_5_times_3_10	1	JCommTable6.R0C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	5	M  JCommTable6.R0C0	2	JCommTable6.R0C0	2	0.3991473076227918
747	6	BKT Controller(7)	M 4_5_times_3_10	1	done	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	6	M  done	2	done	2	0.36513545485577537
748	7	BKT Controller(7)	M 1_6_times_1_3	1	JCommTable6.R1C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	7	M  JCommTable6.R1C0	3	JCommTable6.R1C0	3	0.5013774565769608
749	8	BKT Controller(7)	M 1_6_times_1_3	1	JCommTable6.R0C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	8	M  JCommTable6.R0C0	3	JCommTable6.R0C0	3	0.4530874265360509
750	9	BKT Controller(7)	M 1_6_times_1_3	1	done	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	correct	0	1	0	Single-KC	9	M  done	3	done	3	0.491254390423316
751	10	BKT Controller(7)	AD 5_3_plus_2_5	1	JCommTable6.R1C0	1/1/1970 0:33	1/1/1970 0:33		1/1/1970 0:33	incorrect	1	0	0	Single-KC	10	AD JCommTable6.R1C0	1	JCommTable6.R1C0	4	0.05876678218851161
752	11	BKT Controller(7)	AD 5_3_plus_2_5	1	done	1/1/1970 0:33	1/1/1970 0:33		1/1/1970 0:33	incorrect	1	0	0	Single-KC	11	AD done	1	done	4	0.18481244635265145
753	12	BKT Controller(7)	AD 5_3_plus_2_5	1	JCommTable8.R0C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	hint	0	1	1	Single-KC	12	AD JCommTable8.R0C0	1	JCommTable8.R0C0	1	0.10879049897548158
754	13	BKT Controller(7)	AD 5_3_plus_2_5	1	JCommTable4.R1C0	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	1/1/1970 0:33	hint	0	1	1	Single-KC	13	AD JCommTable4.R1C0	1	JCommTable4.R1C0	1	0.15549888321572855
755	14	BKT Controller(7)	AD 5_3_plus_2_5	1	JCommTable6.R1C0	1/1/1970 0:34	1/1/1970 0:34		1/1/1970 0:34	incorrect	1	0	0	Single-KC	14	AD JCommTable6.R1C0	2	JCommTable6.R1C0	5	0.0774552204470076
756	15	BKT Controller(7)	AD 5_3_plus_2_5	1	JCommTable6.R0C0	1/1/1970 0:34	1/1/1970 0:34		1/1/1970 0:34	incorrect	1	0	0	Single-KC	15	AD JCommTable6.R0C0	1	JCommTable6.R0C0	4	0.04390266061100604
757	16	BKT Controller(7)	AD 5_3_plus_2_5	1	JCommTable4.R0C0	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	hint	0	1	1	Single-KC	16	AD JCommTable4.R0C0	1	JCommTable4.R0C0	1	0.06928164051657341
758	17	BKT Controller(7)	AD 5_3_plus_2_5	1	JCommTable5.R1C0	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	hint	0	1	1	Single-KC	17	AD JCommTable5.R1C0	1	JCommTable5.R1C0	1	0.19634063931297652
759	18	BKT Controller(7)	AD 5_3_plus_2_5	1	JCommTable5.R0C0	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	hint	0	1	1	Single-KC	18	AD JCommTable5.R0C0	1	JCommTable5.R0C0	1	0.22116879306447573
760	19	BKT Controller(7)	AD 5_3_plus_2_5	1	JCommTable6.R1C0	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	hint	0	1	1	Single-KC	19	AD JCommTable6.R1C0	3	JCommTable6.R1C0	6	0.10144622378513979
761	20	BKT Controller(7)	AD 5_3_plus_2_5	1	JCommTable6.R0C0	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	incorrect	1	1	1	Single-KC	20	AD JCommTable6.R0C0	2	JCommTable6.R0C0	5	0.057360404071285294
762	21	BKT Controller(7)	AD 5_3_plus_2_5	1	done	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	hint	0	1	1	Single-KC	21	AD done	2	done	5	0.542318643174583
763	22	BKT Controller(7)	M 5_6_times_1_7	1	JCommTable8.R0C0	1/1/1970 0:34	1/1/1970 0:34		1/1/1970 0:34	incorrect	1	0	0	Single-KC	22	M  JCommTable8.R0C0	1	JCommTable8.R0C0	2	1.8076372762573695e-10
764	23	BKT Controller(7)	M 5_6_times_1_7	1	JCommTable4.R1C0	1/1/1970 0:34	1/1/1970 0:34		1/1/1970 0:34	incorrect	1	0	0	Single-KC	23	M  JCommTable4.R1C0	1	JCommTable4.R1C0	2	8.76927329627664e-09
765	24	BKT Controller(7)	M 5_6_times_1_7	1	JCommTable6.R0C0	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	hint	0	1	1	Single-KC	24	M  JCommTable6.R0C0	4	JCommTable6.R0C0	6	0.5081521628485671
766	25	BKT Controller(7)	M 5_6_times_1_7	1	JCommTable6.R1C0	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	hint	0	1	1	Single-KC	25	M  JCommTable6.R1C0	4	JCommTable6.R1C0	7	0.5727067073460562
767	26	BKT Controller(7)	M 5_6_times_1_7	1	done	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	correct	0	1	0	Single-KC	26	M  done	4	done	6	0.618496440183585
768	27	BKT Controller(7)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:34	1/1/1970 0:34		1/1/1970 0:34	incorrect	1	0	0	Single-KC	27	AD JCommTable6.R1C0	4	JCommTable6.R1C0	8	0.13180652298962925
769	28	BKT Controller(7)	AD 1_2_plus_2_3	1	JCommTable4.R1C0	1/1/1970 0:34	1/1/1970 0:34		1/1/1970 0:34	incorrect	1	0	0	Single-KC	28	AD JCommTable4.R1C0	2	JCommTable4.R1C0	3	0.26518615424102837
770	29	BKT Controller(7)	AD 1_2_plus_2_3	1	JCommTable8.R0C0	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	hint	0	1	1	Single-KC	29	AD JCommTable8.R0C0	2	JCommTable8.R0C0	3	0.33166570322952243
771	30	BKT Controller(7)	AD 1_2_plus_2_3	1	JCommTable4.R1C0	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	correct	0	1	0	Single-KC	30	AD JCommTable4.R1C0	3	JCommTable4.R1C0	4	0.4142889779676599
772	31	BKT Controller(7)	AD 1_2_plus_2_3	1	JCommTable5.R0C0	1/1/1970 0:34	1/1/1970 0:34		1/1/1970 0:34	incorrect	1	0	0	Single-KC	31	AD JCommTable5.R0C0	2	JCommTable5.R0C0	2	0.2696759956080684
773	32	BKT Controller(7)	AD 1_2_plus_2_3	1	JCommTable4.R0C0	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	hint	0	1	1	Single-KC	32	AD JCommTable4.R0C0	2	JCommTable4.R0C0	2	0.15980714620004474
774	33	BKT Controller(7)	AD 1_2_plus_2_3	1	JCommTable5.R1C0	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	1/1/1970 0:34	incorrect	1	1	1	Single-KC	33	AD JCommTable5.R1C0	2	JCommTable5.R1C0	2	0.2689058818056529
775	34	BKT Controller(7)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:34	1/1/1970 0:34		1/1/1970 0:34	incorrect	1	0	0	Single-KC	34	AD JCommTable6.R1C0	5	JCommTable6.R1C0	9	0.1695385406477778
776	35	BKT Controller(7)	AD 1_2_plus_2_3	1	JCommTable5.R0C0	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	hint	0	1	1	Single-KC	35	AD JCommTable5.R0C0	3	JCommTable5.R0C0	3	0.3243907767583624
777	36	BKT Controller(7)	AD 1_2_plus_2_3	1	JCommTable6.R0C0	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	correct	0	1	0	Single-KC	36	AD JCommTable6.R0C0	3	JCommTable6.R0C0	7	0.07462145970470607
778	37	BKT Controller(7)	AD 1_2_plus_2_3	1	done	1/1/1970 0:35	1/1/1970 0:35		1/1/1970 0:35	incorrect	1	0	0	Single-KC	37	AD done	3	done	7	0.860978117490036
779	38	BKT Controller(7)	AD 1_2_plus_2_3	1	JCommTable6.R1C0	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	correct	0	1	0	Single-KC	38	AD JCommTable6.R1C0	6	JCommTable6.R1C0	10	0.2153922702922465
780	39	BKT Controller(7)	AD 1_2_plus_2_3	1	done	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	correct	0	1	0	Single-KC	39	AD done	4	done	8	0.9700318851263636
781	40	BKT Controller(7)	AS 7_9_plus_4_9	1	JCommTable8.R0C0	1/1/1970 0:35	1/1/1970 0:35		1/1/1970 0:35	incorrect	1	0	0	Single-KC	40	AS JCommTable8.R0C0	1	JCommTable8.R0C0	4	4.395253195646594e-10
782	41	BKT Controller(7)	AS 7_9_plus_4_9	1	JCommTable6.R1C0	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	hint	0	1	1	Single-KC	41	AS JCommTable6.R1C0	1	JCommTable6.R1C0	11	0.13032092669753303
783	42	BKT Controller(7)	AS 7_9_plus_4_9	1	done	1/1/1970 0:35	1/1/1970 0:35		1/1/1970 0:35	incorrect	1	0	0	Single-KC	42	AS done	1	done	9	0.5803511426867649
784	43	BKT Controller(7)	AS 7_9_plus_4_9	1	JCommTable6.R0C0	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	hint	0	1	1	Single-KC	43	AS JCommTable6.R0C0	1	JCommTable6.R0C0	8	0.10930768195995755
785	44	BKT Controller(7)	AS 7_9_plus_4_9	1	done	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	1/1/1970 0:35	correct	0	1	0	Single-KC	44	AS done	2	done	10	0.8238063662282613
786	45	BKT Controller(7)	M 3_2_times_1_4	1	JCommTable6.R0C0	1/1/1970 0:35	1/1/1970 0:35		1/1/1970 0:35	incorrect	1	0	0	Single-KC	45	M  JCommTable6.R0C0	5	JCommTable6.R0C0	9	0.5630198075319692
